"TOA5","COM1","CR1000","55447","CR1000.Std.25","CPU:LIMHA_3_1.CR1","64968","limha"
"TIMESTAMP","RECORD","vw(1)","vw(2)","vw(3)","vw(4)","vw(5)","vw(6)","vw(7)","vw(8)","vw(9)","vw(10)","vw(11)","vw(12)","vw(13)","vw(14)","vw(15)","vw(16)","vw(17)","vw(18)","vw_t(1)","vw_t(2)","vw_t(3)","vw_t(4)","vw_t(5)","vw_t(6)","vw_t(7)","vw_t(8)","vw_t(9)","vw_t(10)","vw_t(11)","vw_t(12)","vw_t(13)","vw_t(14)","vw_t(15)","vw_t(16)","vw_t(17)","vw_t(18)","logvolt","logtemp","strain_1","strain_2","temp_1","RST1_A","RST1_B","RST2_A","RST2_B"
"TS","RN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2021-03-27 04:00:00",51829,1586.604,"NAN",1569.48,1549.464,1551.42,1596.355,1576.041,1577.198,1551.09,1606.649,1503.355,1579.821,9098.099,9062.203,7886.599,9240.27,8467.767,8683.035,11.7944,10.96509,11.43781,10.02927,11.19897,-84.13888,11.59549,10.02936,11.80826,11.80203,11.69473,11.74637,9.219147,10.73758,11.76263,12.01807,9.858124,5.585876,13.39,13.28,-1124.546,-1231.806,"NAN",-125.3812,321.247,131.4809,209.4205
"2021-03-27 05:00:00",51830,1586.602,"NAN",1569.477,1549.465,1551.422,1596.356,1576.036,1577.201,1551.087,1606.649,1503.357,1579.819,9098.191,9062.309,7886.735,9240.385,8467.925,8683.151,11.79678,10.96744,11.43893,10.03107,11.20117,-84.12898,11.59702,10.03156,11.81055,11.80383,11.69629,11.74838,9.316009,10.73706,11.76236,12.0188,9.858979,5.581971,13.4,12.91,-1124.658,-1236.956,"NAN",-125.3913,318.5617,132.847,207.404
"2021-03-27 06:00:00",51831,1586.601,"NAN",1569.476,1549.466,1551.417,1596.356,1576.032,1577.203,1551.087,1606.645,1503.353,1579.815,9098.298,9062.462,7886.82,9240.52,8468.098,8683.288,11.79849,10.96878,11.44006,10.03159,11.20383,-84.13401,11.59872,10.03305,11.81219,11.80527,11.69873,11.75085,9.378875,10.73697,11.76202,12.01895,9.860474,5.579377,13.41,12.46,-1126.398,-1235.35,"NAN",-126.7887,320.7008,131.5348,208.8284
"2021-03-27 07:00:00",51832,1586.598,"NAN",1569.473,1549.468,1551.416,1596.357,1576.027,1577.205,1551.085,1606.646,1503.35,1579.812,9098.375,9062.589,7886.921,9240.654,8468.269,8683.442,11.80057,10.97052,11.44153,10.03253,11.20584,-84.11822,11.60022,10.03449,11.81473,11.8074,11.70084,11.75281,9.39798,10.73679,11.76148,12.02032,9.861786,5.58136,13.42,12.12,-1128.082,-1235.359,"NAN",-124.7571,320.7072,132.2154,208.8326
"2021-03-27 08:00:00",51833,1586.598,"NAN",1569.471,1549.468,1551.414,1596.355,1576.026,1577.203,1551.084,1606.643,1503.354,1579.81,9098.437,9062.676,7886.965,9240.821,8468.45,8683.608,11.80261,10.97238,11.44244,10.03391,11.20844,-84.12709,11.60187,10.0358,11.81668,11.80921,11.70294,11.75519,9.450654,10.73675,11.76129,12.02048,9.862244,5.581299,13.42,12.09,-1129.76,-1250.447,"NAN",-124.751,320.0134,132.8869,208.1443
"2021-03-27 09:00:00",51834,1586.596,"NAN",1569.469,1549.468,1551.413,1596.354,1576.023,1577.205,1551.083,1606.643,1503.354,1579.807,9098.547,9062.822,7887.172,9240.988,8468.638,8683.776,11.80408,10.97375,11.44308,10.03458,11.21084,-84.11134,11.60339,10.03833,11.81781,11.81055,11.70487,11.75668,9.510498,10.73621,11.76074,12.02154,9.862976,5.581513,13.4,12.42,-1124.723,-1238.704,"NAN",-124.7522,320.6945,132.2102,208.8243
"2021-03-27 10:00:00",51835,1586.596,"NAN",1569.469,1549.467,1551.409,1596.351,1576.021,1577.207,1551.082,1606.641,1503.349,1579.807,9098.671,9062.91,7887.409,9241.176,8468.85,8683.965,11.80573,10.97555,11.44425,10.03568,11.2128,-84.08759,11.60477,10.03888,11.81943,11.81235,11.70648,11.75894,9.547455,10.73602,11.76041,12.02185,9.863922,5.580688,13.4,13.05,-1126.332,-1247.01,"NAN",-126.0647,321.9394,131.4868,210.7856
"2021-03-27 11:00:00",51836,1586.597,"NAN",1569.47,1549.462,1551.397,1596.341,1576.024,1577.193,1551.084,1606.636,1503.344,1579.811,9098.83,9063.02,7887.795,9241.389,8469.101,8684.171,11.80716,10.97696,11.44544,10.0369,11.21478,-84.04917,11.60629,10.03986,11.82092,11.81394,11.70773,11.75967,9.611847,10.73544,11.76004,12.02194,9.864409,5.578705,13.38,14.04,-1127.884,-1226.762,"NAN",-125.3813,319.2139,132.1586,208.0651
"2021-03-27 12:00:00",51837,1586.599,"NAN",1569.472,1549.455,1551.387,1596.328,1576.026,1577.183,1551.085,1606.631,1503.343,1579.812,9099.028,9063.315,7888.232,9241.618,8469.377,8684.402,11.80887,10.97803,11.44626,10.03821,11.2171,-84.01778,11.6077,10.04251,11.82211,11.81488,11.7095,11.76172,9.660187,10.73538,11.75925,12.02237,9.864778,5.580201,13.37,14.85,-1126.017,-1231.582,"NAN",-126.059,320.5694,133.5141,208.0651
"2021-03-27 13:00:00",51838,1586.599,"NAN",1569.475,1549.452,1551.381,1596.323,1576.027,1577.178,1551.085,1606.627,1503.342,1579.813,9099.267,9063.551,7888.667,9241.873,8469.691,8684.695,11.80927,10.97913,11.44748,10.03827,11.21903,-83.98347,11.60907,10.04266,11.82382,11.8168,11.71121,11.76321,9.689789,10.73563,11.75879,12.02295,9.86563,5.580322,13.34,15.8,-1127.548,-1234.774,"NAN",-126.7367,319.8917,132.1586,208.0651
"2021-03-27 14:00:00",51839,1586.608,"NAN",1569.477,1549.444,1551.373,1596.316,1576.029,1577.169,1551.091,1606.617,1503.331,1579.818,9099.478,9063.923,7889.177,9242.187,8470.044,8685.052,11.80994,10.97876,11.44861,10.03998,11.22079,-83.98051,11.61063,10.04413,11.82547,11.8183,11.71219,11.76474,9.707275,10.73511,11.75842,12.02335,9.866516,5.580231,13.33,16.51,-1127.501,-1229.696,"NAN",-126.059,321.9249,132.1586,208.7429
"2021-03-27 15:00:00",51840,1586.606,"NAN",1569.475,1549.443,1551.375,1596.315,1576.029,1577.165,1551.092,1606.615,1503.333,1579.82,9099.708,9064.154,7889.62,9242.545,8470.429,8685.455,11.80991,10.97766,11.45035,10.04089,11.22217,-83.97858,11.61218,10.04602,11.82626,11.81964,11.71338,11.76553,9.693574,10.73489,11.75809,12.02469,9.867401,5.579834,13.3,16.71,-1125.824,-1233.046,"NAN",-126.059,319.2139,132.8364,207.3874
"2021-03-27 16:00:00",51841,1586.602,"NAN",1569.474,1549.444,1551.376,1596.317,1576.025,1577.166,1551.09,1606.617,1503.338,1579.817,9099.921,9064.37,7890.035,9242.924,8470.818,8685.871,11.8103,10.97754,11.45163,10.04175,11.22311,-83.99615,11.61362,10.04794,11.82697,11.82047,11.7139,11.76663,9.689912,10.73502,11.758,12.02487,9.86844,5.58075,13.32,16.66,-1127.455,-1234.672,"NAN",-124.7035,320.5694,132.1586,206.0319
"2021-03-27 17:00:00",51842,1586.598,"NAN",1569.473,1549.447,1551.381,1596.32,1576.023,1577.17,1551.088,1606.621,1503.349,1579.814,9100.139,9064.604,7890.378,9243.304,8471.233,8686.321,11.81149,10.9801,11.45276,10.04315,11.22449,-84.01279,11.61499,10.04868,11.82794,11.82199,11.71466,11.76727,9.635773,10.73495,11.75726,12.02609,9.870055,5.580994,13.33,16.22,-1127.5,-1229.695,"NAN",-126.7367,321.2471,130.1254,208.7429
"2021-03-27 18:00:00",51843,1586.596,"NAN",1569.469,1549.45,1551.389,1596.325,1576.019,1577.176,1551.085,1606.622,1503.353,1579.811,9100.356,9064.952,7890.738,9243.739,8471.675,8686.814,11.81357,10.98199,11.45383,10.04379,11.2294,-84.01086,11.61636,10.0499,11.82928,11.82297,11.71597,11.76886,9.346619,10.73447,11.75708,12.02649,9.870544,5.579468,13.33,15.82,-1124.172,-1239.773,"NAN",-126.059,321.2471,132.1586,208.7429
"2021-03-27 19:00:00",51844,1586.591,"NAN",1569.467,1549.454,1551.394,1596.327,1576.014,1577.179,1551.082,1606.627,1503.351,1579.807,9100.583,9065.154,7891.062,9244.046,8472.119,8687.316,11.81546,10.9848,11.45486,10.04538,11.23184,-84.00989,11.61759,10.0517,11.83035,11.82404,11.71771,11.7699,9.324006,10.73404,11.7569,12.02731,9.871734,5.582305,13.34,15.68,-1127.536,-1231.41,"NAN",-125.3813,321.9249,131.4809,208.7429
"2021-03-27 20:00:00",51845,1586.589,"NAN",1569.463,1549.456,1551.399,1596.33,1576.012,1577.184,1551.08,1606.631,1503.353,1579.802,9100.778,9065.406,7891.366,9244.518,8472.571,8687.845,11.81851,10.98795,11.45578,10.04562,11.23584,-84.01479,11.6189,10.05261,11.83225,11.82687,11.71918,11.77194,9.360352,10.73413,11.75653,12.02795,9.872528,5.58011,13.34,15.65,-1124.187,-1239.789,"NAN",-126.059,321.9249,132.8364,210.0983
"2021-03-27 21:00:00",51846,1586.587,"NAN",1569.462,1549.457,1551.396,1596.33,1576.008,1577.187,1551.078,1606.635,1503.356,1579.8,9100.994,9065.624,7891.665,9245.032,8473.044,8688.361,11.8212,10.99161,11.45685,10.04666,11.23749,-84.00212,11.62012,10.05496,11.83359,11.82669,11.72217,11.77393,9.433624,10.73343,11.75619,12.02826,9.873717,5.581208,13.34,15.58,-1125.859,-1239.785,"NAN",-124.7035,321.2471,132.1586,208.0651
"2021-03-27 22:00:00",51847,1586.587,"NAN",1569.46,1549.459,1551.398,1596.331,1576.005,1577.19,1551.076,1606.636,1503.352,1579.798,9101.228,9065.928,7892.053,9245.501,8473.522,8688.906,11.82437,10.99466,11.4578,10.04807,11.23938,-84.0031,11.62125,10.05618,11.83597,11.82803,11.72449,11.77564,9.533417,10.73367,11.75601,12.02914,9.874054,5.579895,13.35,15.58,-1125.852,-1239.777,"NAN",-125.3813,320.5694,131.4809,208.0651
"2021-03-27 23:00:00",51848,1586.585,"NAN",1569.458,1549.459,1551.396,1596.332,1576.003,1577.192,1551.075,1606.636,1503.345,1579.796,9101.439,9066.243,7892.319,9245.982,8473.995,8689.489,11.82629,10.99701,11.45892,10.04828,11.24155,-84.01387,11.62234,10.05676,11.83789,11.83008,11.72684,11.77789,9.632934,10.73218,11.75568,12.03003,9.875671,5.580841,13.34,15.58,-1124.152,-1222.996,"NAN",-124.7035,318.5362,130.8032,208.7429
"2021-03-28 00:00:00",51849,1586.585,"NAN",1569.458,1549.459,1551.394,1596.33,1576.002,1577.194,1551.076,1606.635,1503.346,1579.794,9101.648,9066.506,7892.62,9246.165,8474.501,8690.053,11.8284,10.99951,11.45972,10.0491,11.24332,-84.01685,11.62354,10.05804,11.84052,11.83127,11.72876,11.78024,9.362916,10.73227,11.7554,12.03036,9.876222,5.580231,13.35,15.46,-1122.498,-1228.046,"NAN",-124.0258,319.2139,131.4809,207.3874
"2021-03-28 01:00:00",51850,1586.585,"NAN",1569.456,1549.459,1551.395,1596.331,1576,1577.193,1551.075,1606.634,1503.345,1579.795,9101.886,9066.763,7892.908,9246.777,8475.015,8690.646,11.83121,11.00162,11.46075,10.05011,11.24561,-84.01095,11.62485,10.05972,11.84219,11.83356,11.73151,11.78229,9.298982,10.73148,11.755,12.03128,9.877563,5.58072,13.33,15.39,-1122.476,-1219.645,"NAN",-125.3813,322.6026,132.1586,208.0651
"2021-03-28 02:00:00",51851,1586.585,"NAN",1569.455,1549.461,1551.394,1596.33,1575.998,1577.196,1551.074,1606.634,1503.342,1579.794,9102.109,9067.059,7893.253,9247.326,8475.529,8691.242,11.83316,11.00403,11.46185,10.05081,11.2468,-84.04333,11.62619,10.06046,11.84525,11.83523,11.73315,11.78391,9.331788,10.73123,11.75455,12.03183,9.87851,5.580017,13.34,15.36,-1125.862,-1231.412,"NAN",-125.3813,319.2139,130.8032,207.3874
"2021-03-28 03:00:00",51852,1586.584,"NAN",1569.451,1549.469,1551.401,1596.339,1575.991,1577.207,1551.072,1606.637,1503.35,1579.79,9102.329,9067.223,7893.487,9247.859,8476.06,8691.847,11.83521,11.00571,11.46314,10.05145,11.24914,-84.04927,11.62747,10.06229,11.84619,11.83707,11.73551,11.78613,9.399474,10.73114,11.75436,12.03256,9.878448,5.580292,13.34,15.31,-1127.552,-1236.453,"NAN",-124.7035,322.6026,132.8364,208.7429
"2021-03-28 04:00:00",51853,1586.582,"NAN",1569.448,1549.47,1551.401,1596.338,1575.99,1577.207,1551.072,1606.637,1503.355,1579.788,9102.548,9067.578,7893.805,9248.381,8476.599,8692.493,11.83667,11.0072,11.46405,10.05301,11.25107,-84.0739,11.62881,10.06506,11.84775,11.83862,11.73685,11.78815,9.458983,10.72989,11.75406,12.03326,9.880219,5.578003,13.36,15.29,-1124.203,-1238.131,"NAN",-126.059,320.5694,132.1586,209.4206
"2021-03-28 05:00:00",51854,1586.575,"NAN",1569.445,1549.477,1551.41,1596.343,1575.984,1577.214,1551.068,1606.643,1503.361,1579.782,9102.72,9067.813,7893.95,9248.886,8477.117,8693.139,11.83911,11.01019,11.465,10.05341,11.25119,-84.08672,11.63022,10.06567,11.84976,11.84036,11.73932,11.79037,9.562285,10.73068,11.75378,12.03406,9.880342,5.580811,13.35,15.29,-1124.173,-1238.098,"NAN",-126.7367,319.8917,130.8032,207.3874
"2021-03-28 06:00:00",51855,1586.566,"NAN",1569.44,1549.486,1551.417,1596.352,1575.976,1577.225,1551.062,1606.656,1503.371,1579.774,9102.877,9068.035,7893.968,9249.384,8477.611,8693.74,11.84253,11.01502,11.46631,10.05389,11.25369,-84.07786,11.63129,10.06793,11.85193,11.84204,11.74146,11.79218,9.598999,10.73145,11.7536,12.03491,9.881804,5.577728,13.34,15.31,-1120.847,-1243.152,"NAN",-124.7035,321.2471,132.1586,208.0651
"2021-03-28 07:00:00",51856,1586.563,"NAN",1569.437,1549.488,1551.42,1596.357,1575.972,1577.228,1551.057,1606.664,1503.374,1579.767,9102.937,9068.098,7893.893,9249.755,8478.041,8694.29,11.84714,11.02011,11.46713,10.05518,11.25626,-84.06406,11.63275,10.06915,11.85403,11.84403,11.74426,11.79456,9.394531,10.73251,11.75333,12.03512,9.883025,5.577668,13.34,15.36,-1125.871,-1238.123,"NAN",-126.059,321.2471,132.1586,208.0651
"2021-03-28 08:00:00",51857,1586.56,"NAN",1569.434,1549.492,1551.418,1596.362,1575.967,1577.233,1551.054,1606.669,1503.38,1579.762,9102.921,9068.06,7893.494,9250.197,8478.396,8694.758,11.8511,11.02469,11.46802,10.05484,11.26105,-84.07292,11.63461,10.0708,11.85709,11.84546,11.74783,11.79749,9.277649,10.73331,11.75321,12.03577,9.883514,5.577607,13.34,15.36,-1124.171,-1236.421,"NAN",-125.3813,321.2471,130.1254,206.7097
"2021-03-28 09:00:00",51858,1586.566,"NAN",1569.436,1549.482,1551.398,1596.347,1575.968,1577.219,1551.056,1606.661,1503.366,1579.763,9102.899,9068.002,7893.387,9250.416,8478.686,8695.16,11.85492,11.0282,11.46924,10.05594,11.26453,-84.07793,11.63593,10.0722,11.86023,11.84778,11.75085,11.80017,9.2995,10.7337,11.75299,12.03659,9.885072,5.577912,13.36,15.04,-1124.214,-1241.494,"NAN",-125.3813,318.5362,132.8364,207.3874
"2021-03-28 10:00:00",51859,1586.569,"NAN",1569.439,1549.473,1551.383,1596.332,1575.97,1577.209,1551.057,1606.653,1503.355,1579.766,9102.923,9068.021,7893.376,9250.779,8478.944,8695.502,11.85587,11.0278,11.47028,10.05658,11.26788,-84.09564,11.63754,10.07413,11.86337,11.85028,11.75403,11.80313,9.3443,10.73364,11.75284,12.03708,9.885772,5.578736,13.35,14.83,-1124.153,-1231.375,"NAN",-126.059,319.8917,132.1586,208.0651
"2021-03-28 11:00:00",51860,1586.562,"NAN",1569.438,1549.473,1551.38,1596.331,1575.968,1577.211,1551.054,1606.654,1503.355,1579.762,9102.952,9068.106,7893.369,9251.059,8479.16,8695.787,11.8559,11.02631,11.47119,10.05783,11.26932,-84.07886,11.63907,10.07538,11.86493,11.85229,11.75491,11.80478,9.333251,10.73386,11.75244,12.03766,9.886719,5.576049,13.36,15.12,-1124.156,-1229.703,"NAN",-125.3813,321.2471,132.8364,208.7429
"2021-03-28 12:00:00",51861,1586.557,"NAN",1569.437,1549.476,1551.381,1596.334,1575.965,1577.214,1551.051,1606.655,1503.365,1579.758,9102.979,9068.122,7893.429,9251.287,8479.363,8696.044,11.85675,11.02747,11.47275,10.05878,11.27237,-84.07683,11.64087,10.07742,11.866,11.85416,11.75632,11.80649,9.319946,10.73389,11.75217,12.03885,9.887329,5.577302,13.34,15.46,-1125.854,-1234.754,"NAN",-126.059,321.9249,132.1586,208.0651
"2021-03-28 13:00:00",51862,1586.553,"NAN",1569.435,1549.478,1551.385,1596.34,1575.961,1577.219,1551.048,1606.66,1503.366,1579.754,9102.968,9068.116,7893.285,9251.484,8479.534,8696.265,11.85922,11.02942,11.47379,10.05936,11.2735,-84.08175,11.64261,10.07901,11.86807,11.85602,11.758,11.8078,9.341003,10.73428,11.75204,12.03919,9.888518,5.578948,13.36,15.43,-1124.176,-1223.023,"NAN",-126.059,320.5694,132.1586,208.0651
"2021-03-28 14:00:00",51863,1586.553,"NAN",1569.434,1549.474,1551.381,1596.338,1575.96,1577.214,1551.048,1606.657,1503.363,1579.753,9103.021,9068.276,7893.446,9251.653,8479.708,8696.471,11.86084,11.03165,11.47492,10.06043,11.27646,-84.07586,11.64407,10.0802,11.86984,11.85773,11.75995,11.81033,9.416351,10.73431,11.7518,12.03995,9.889955,5.57602,13.34,15.34,-1124.214,-1231.441,"NAN",-126.7367,321.2471,133.5141,208.7429
"2021-03-28 15:00:00",51864,1586.549,"NAN",1569.434,1549.476,1551.385,1596.341,1575.958,1577.216,1551.044,1606.662,1503.375,1579.749,9103.055,9068.223,7893.413,9251.796,8479.866,8696.65,11.86234,11.03262,11.47611,10.06143,11.2764,-84.07784,11.64551,10.08191,11.87195,11.85953,11.76129,11.81128,9.458983,10.73419,11.75143,12.04099,9.89026,5.575837,13.36,15.41,-1122.534,-1231.437,"NAN",-126.059,321.9249,132.1586,208.0651
"2021-03-28 16:00:00",51865,1586.546,"NAN",1569.432,1549.477,1551.389,1596.345,1575.954,1577.219,1551.043,1606.664,1503.372,1579.746,9103.085,9068.271,7893.517,9251.922,8480.021,8696.826,11.86401,11.03485,11.47729,10.06235,11.27896,-84.07187,11.647,10.08292,11.87329,11.86087,11.76346,11.81341,9.512024,10.73447,11.7514,12.04181,9.891418,5.574189,13.35,15.39,-1120.835,-1236.437,"NAN",-124.7035,320.5694,132.8364,210.0983
"2021-03-28 17:00:00",51866,1586.543,"NAN",1569.431,1549.479,1551.393,1596.35,1575.951,1577.222,1551.041,1606.664,1503.377,1579.741,9103.096,9068.325,7893.434,9252.035,8480.159,8696.987,11.8667,11.03775,11.47833,10.06439,11.28757,-84.07382,11.64838,10.08505,11.87491,11.8627,11.76529,11.81522,9.563264,10.73483,11.75134,12.04254,9.892333,5.574676,13.34,15.39,-1122.476,-1241.425,"NAN",-126.7367,320.5694,131.4809,209.4206
"2021-03-28 18:00:00",51867,1586.539,"NAN",1569.428,1549.481,1551.392,1596.353,1575.948,1577.224,1551.036,1606.669,1503.383,1579.738,9103.096,9068.264,7893.323,9252.139,8480.301,8697.135,11.86823,11.03961,11.47906,10.065,11.28906,-84.07582,11.64978,10.08572,11.87701,11.86411,11.7677,11.81717,9.41458,10.73538,11.75107,12.04288,9.893433,5.573121,13.35,15.36,-1124.191,-1241.469,"NAN",-124.0258,321.9249,132.1586,209.4206
"2021-03-28 19:00:00",51868,1586.535,"NAN",1569.425,1549.483,1551.394,1596.357,1575.944,1577.227,1551.033,1606.671,1503.384,1579.735,9103.096,9068.173,7893.246,9252.243,8480.426,8697.262,11.87058,11.04205,11.48038,10.06656,11.29102,-84.07484,11.65128,10.09082,11.87872,11.86603,11.76987,11.81918,9.208862,10.7356,11.75089,12.04376,9.894257,5.575195,13.36,15.17,-1124.171,-1231.394,"NAN",-125.3813,320.5694,133.5141,210.7761
"2021-03-28 20:00:00",51869,1586.53,"NAN",1569.424,1549.486,1551.394,1596.361,1575.939,1577.23,1551.031,1606.673,1503.385,1579.729,9103.065,9068.261,7893.085,9252.325,8480.519,8697.369,11.87244,11.04465,11.48145,10.06714,11.29221,-84.10443,11.65247,10.08929,11.88141,11.86795,11.77164,11.82129,9.213104,10.73596,11.75079,12.04471,9.894622,5.575165,13.36,14.75,-1125.83,-1239.754,"NAN",-124.0258,321.2471,130.8032,209.4206
"2021-03-28 21:00:00",51870,1586.529,"NAN",1569.421,1549.486,1551.395,1596.365,1575.936,1577.232,1551.027,1606.674,1503.386,1579.726,9103.029,9068.151,7892.934,9252.391,8480.606,8697.452,11.87503,11.04642,11.48227,10.06772,11.29459,-84.12127,11.65411,10.0903,11.88299,11.86987,11.77417,11.82336,9.273834,10.73663,11.75046,12.04556,9.896027,5.576295,13.37,14.23,-1124.373,-1231.615,"NAN",-125.3813,320.5694,132.8364,209.4206
"2021-03-28 22:00:00",51871,1586.527,"NAN",1569.418,1549.487,1551.393,1596.365,1575.934,1577.234,1551.026,1606.671,1503.384,1579.724,9103.002,9068.097,7892.838,9252.442,8480.686,8697.519,11.87747,11.04828,11.48343,10.06897,11.29614,-84.13914,11.65536,10.09122,11.88544,11.8714,11.77618,11.8252,9.325195,10.7367,11.75031,12.04675,9.897339,5.574981,13.38,13.68,-1124.53,-1228.436,"NAN",-124.0258,318.5362,131.4809,208.7429
"2021-03-28 23:00:00",51872,1586.527,"NAN",1569.417,1549.486,1551.387,1596.367,1575.93,1577.234,1551.026,1606.67,1503.381,1579.723,9103.021,9068.112,7892.901,9252.49,8480.767,8697.58,11.87882,11.04971,11.48453,10.07004,11.29831,-84.13515,11.65671,10.09277,11.88757,11.87381,11.77805,11.82739,9.372498,10.73679,11.75046,12.04752,9.898315,5.577117,13.39,13.35,-1122.855,-1231.789,"NAN",-125.3813,319.8917,130.8032,207.3874
"2021-03-29 00:00:00",51873,1586.525,"NAN",1569.414,1549.486,1551.387,1596.365,1575.928,1577.236,1551.025,1606.667,1503.38,1579.722,9103.053,9068.21,7892.946,9252.534,8480.873,8697.64,11.8801,11.05096,11.4855,10.07074,11.30032,-84.13514,11.6582,10.09454,11.88867,11.875,11.77963,11.82938,9.427185,10.73675,11.75037,12.04843,9.898499,5.578736,13.39,13.23,-1126.207,-1231.789,"NAN",-124.7035,320.5694,131.4809,209.4206
"2021-03-29 01:00:00",51874,1586.525,"NAN",1569.414,1549.485,1551.385,1596.367,1575.924,1577.237,1551.025,1606.665,1503.379,1579.719,9103.113,9068.331,7893.116,9252.587,8480.991,8697.71,11.88123,11.05167,11.48691,10.07199,11.30228,-84.13028,11.65942,10.09656,11.89075,11.87662,11.78183,11.83054,9.497528,10.73691,11.75046,12.04919,9.900268,5.577546,13.39,13.21,-1124.531,-1251.9,"NAN",-125.3813,319.8917,132.1586,208.0651
"2021-03-29 02:00:00",51875,1586.524,"NAN",1569.414,1549.48,1551.375,1596.362,1575.928,1577.229,1551.023,1606.664,1503.379,1579.719,9103.171,9068.376,7893.1,9252.635,8481.125,8697.788,11.88199,11.05307,11.48794,10.07279,11.30423,-84.12331,11.66095,10.09708,11.89191,11.87826,11.78345,11.83276,9.561646,10.737,11.75012,12.05017,9.901399,5.578279,13.39,13.28,-1124.531,-1238.492,"NAN",-124.0258,319.8917,132.1586,208.0651
"2021-03-29 03:00:00",51876,1586.52,"NAN",1569.414,1549.481,1551.371,1596.36,1575.925,1577.227,1551.022,1606.666,1503.39,1579.715,9103.195,9068.43,7893.107,9252.712,8481.262,8697.886,11.88324,11.05371,11.48862,10.07327,11.30618,-84.13317,11.6622,10.09839,11.89401,11.88043,11.78433,11.83401,9.33136,10.73718,11.75015,12.05069,9.901672,5.576812,13.4,13.28,-1126.207,-1238.492,"NAN",-126.7367,317.8585,132.1586,208.7429
"2021-03-29 04:00:00",51877,1586.519,"NAN",1569.412,1549.482,1551.375,1596.361,1575.921,1577.229,1551.02,1606.665,1503.387,1579.715,9103.235,9068.472,7893.076,9252.795,8481.406,8697.981,11.88458,11.05444,11.48975,10.07462,11.30801,-84.10452,11.66382,10.09946,11.89548,11.88156,11.78601,11.83523,9.215576,10.73746,11.75009,12.05145,9.902344,5.577058,13.39,13.38,-1124.531,-1238.492,"NAN",-124.7035,323.2803,133.5141,209.4206
"2021-03-29 05:00:00",51878,1586.518,"NAN",1569.41,1549.483,1551.376,1596.363,1575.918,1577.231,1551.018,1606.665,1503.385,1579.711,9103.245,9068.413,7892.917,9252.892,8481.536,8698.074,11.88641,11.05661,11.49078,10.07529,11.3096,-84.10948,11.66519,10.10126,11.89697,11.88294,11.78763,11.83725,9.253387,10.73773,11.75024,12.05182,9.90384,5.578889,13.4,13.47,-1126.207,-1241.844,"NAN",-125.3813,320.5694,132.8364,209.4206
"2021-03-29 06:00:00",51879,1586.516,"NAN",1569.41,1549.483,1551.375,1596.366,1575.914,1577.232,1551.017,1606.666,1503.385,1579.709,9103.199,9068.419,7892.663,9252.967,8481.642,8698.161,11.88764,11.05701,11.49194,10.07648,11.30832,-84.11641,11.66678,10.10266,11.89828,11.88507,11.78925,11.83884,9.29724,10.73828,11.75027,12.05322,9.904877,5.578827,13.4,13.42,-1124.531,-1243.52,"NAN",-124.7035,318.5362,131.4809,208.7429
"2021-03-29 07:00:00",51880,1586.511,"NAN",1569.407,1549.484,1551.375,1596.37,1575.91,1577.233,1551.013,1606.667,1503.4,1579.704,9103.121,9068.379,7892.304,9253.024,8481.705,8698.215,11.88873,11.05866,11.49304,10.07739,11.31268,-84.12532,11.66794,10.10425,11.89999,11.88623,11.79086,11.84045,9.382965,10.73935,11.75043,12.05396,9.905243,5.579254,13.39,13.3,-1124.531,-1236.817,"NAN",-124.7035,320.5694,131.4809,208.7429
"2021-03-29 08:00:00",51881,1586.509,"NAN",1569.406,1549.483,1551.375,1596.37,1575.907,1577.234,1551.012,1606.669,1503.395,1579.702,9103.031,9068.204,7892.064,9253.059,8481.74,8698.247,11.89035,11.06015,11.49399,10.07928,11.31412,-84.12232,11.66956,10.10641,11.90085,11.88711,11.79212,11.84216,9.428681,10.73956,11.75049,12.0545,9.907379,5.580873,13.39,13.38,-1126.207,-1240.168,"NAN",-123.3481,319.2139,131.4809,208.7429
"2021-03-29 09:00:00",51882,1586.506,"NAN",1569.402,1549.484,1551.374,1596.373,1575.903,1577.234,1551.011,1606.669,1503.39,1579.7,9102.968,9068.133,7891.896,9253.082,8481.745,8698.25,11.89114,11.06055,11.49496,10.07938,11.31598,-84.10448,11.67087,10.10724,11.9028,11.88904,11.79385,11.84342,9.457733,10.73978,11.75055,12.05499,9.907684,5.582489,13.38,13.99,-1126.193,-1243.505,"NAN",-124.0258,321.9249,131.4809,210.0983
