"TOA5","COM1","CR1000","55447","CR1000.Std.25","CPU:LIMHA_3_1.CR1","64968","limha"
"TIMESTAMP","RECORD","vw(1)","vw(2)","vw(3)","vw(4)","vw(5)","vw(6)","vw(7)","vw(8)","vw(9)","vw(10)","vw(11)","vw(12)","vw(13)","vw(14)","vw(15)","vw(16)","vw(17)","vw(18)","vw_t(1)","vw_t(2)","vw_t(3)","vw_t(4)","vw_t(5)","vw_t(6)","vw_t(7)","vw_t(8)","vw_t(9)","vw_t(10)","vw_t(11)","vw_t(12)","vw_t(13)","vw_t(14)","vw_t(15)","vw_t(16)","vw_t(17)","vw_t(18)","logvolt","logtemp","strain_1","strain_2","temp_1","RST1_A","RST1_B","RST2_A","RST2_B"
"TS","RN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2021-08-13 16:00:00",55174,1581.074,"NAN",1562.732,1544.17,1548.68,1596.764,1572.623,1574.357,1548.83,1607.244,1504.94,1577.248,9129.622,9083.955,7920.92,9259.784,8484.491,8708.297,13.93823,13.03949,16.66354,14.73111,14.52329,-82.96657,14.43286,11.61325,13.82449,13.75964,13.83356,13.85516,17.49872,14.83157,14.37741,13.72104,11.50162,5.454682,13.03,31.55,-1065.551,-1277.992,"NAN",-127.1989,317.9973,128.5521,200.9473
"2021-08-13 17:00:00",55175,1581.073,"NAN",1562.732,1544.165,1548.681,1596.767,1572.625,1574.357,1548.832,1607.248,1504.954,1577.245,9129.75,9084.093,7921.052,9260.061,8484.839,8708.722,13.93634,13.03882,16.66431,14.7323,14.52307,-82.96835,14.43289,11.61398,13.82251,13.75836,13.83115,13.85242,17.29083,14.83316,14.37814,13.72034,11.50192,5.455719,13.03,31.33,-1062.214,-1276.329,"NAN",-128.5521,318.6739,128.5521,201.6238
"2021-08-13 18:00:00",55176,1581.057,"NAN",1562.728,1544.184,1548.682,1596.781,1572.619,1574.36,1548.827,1607.268,1504.972,1577.241,9129.855,9084.2,7921.213,9260.188,8485.161,8709.137,13.93616,13.04056,16.66498,14.73355,14.52274,-82.98539,14.4332,11.61545,13.82104,13.7565,13.82965,13.85034,16.79581,14.83496,14.37949,13.71994,11.50104,5.452637,13.05,30.88,-1063.886,-1269.638,"NAN",-127.902,319.4167,128.5788,200.9889
"2021-08-13 19:00:00",55177,1581.061,"NAN",1562.725,1544.181,1548.686,1596.782,1572.621,1574.362,1548.827,1607.271,1504.969,1577.24,9129.94,9084.293,7921.25,9260.607,8485.451,8709.524,13.93921,13.04697,16.66565,14.73435,14.52249,-83.00158,14.43332,11.61349,13.82025,13.75522,13.82922,13.84979,16.83273,14.83594,14.38049,13.71933,11.50101,5.454589,13.04,30.36,-1063.886,-1267.965,"NAN",-127.9187,318.1048,129.2724,201.692
"2021-08-13 20:00:00",55178,1581.061,"NAN",1562.721,1544.191,1548.689,1596.788,1572.618,1574.363,1548.825,1607.28,1504.972,1577.238,9129.995,9084.333,7921.221,9260.902,8485.707,8709.871,13.94113,13.04865,16.66623,14.73462,14.52225,-83.01148,14.43329,11.61417,13.81982,13.75467,13.82996,13.84976,17.03137,14.8374,14.38174,13.71872,11.50086,5.459991,13.06,29.92,-1063.886,-1294.73,"NAN",-127.2419,318.7816,128.5956,200.3383
"2021-08-13 21:00:00",55179,1581.063,"NAN",1562.723,1544.185,1548.689,1596.786,1572.62,1574.362,1548.826,1607.279,1504.969,1577.235,9130.036,9084.382,7921.219,9261.158,8485.938,8710.18,13.94202,13.04916,16.66672,14.73581,14.52219,-83.01598,14.43365,11.61389,13.81949,13.75345,13.82986,13.84952,17.31754,14.8393,14.38278,13.7178,11.50076,5.464295,13.06,29.48,-1062.214,-1274.656,"NAN",-127.2419,318.7816,128.5956,201.0152
"2021-08-13 22:00:00",55180,1581.063,"NAN",1562.72,1544.183,1548.695,1596.787,1572.62,1574.362,1548.827,1607.281,1504.963,1577.235,9130.073,9084.414,7921.174,9261.375,8486.145,8710.434,13.94302,13.04889,16.66705,14.73727,14.52213,-83.02142,14.4339,11.61423,13.81906,13.75272,13.83017,13.84964,17.45203,14.84015,14.38413,13.71707,11.5,5.46106,13.07,29.18,-1063.886,-1276.329,"NAN",-127.9187,317.428,130.626,203.0456
"2021-08-13 23:00:00",55181,1581.068,"NAN",1562.721,1544.179,1548.696,1596.788,1572.621,1574.363,1548.828,1607.276,1504.951,1577.239,9130.113,9084.452,7921.21,9261.563,8486.334,8710.679,13.94135,13.04761,16.66785,14.73761,14.5224,-83.03226,14.43365,11.61456,13.81891,13.75272,13.82996,13.84992,17.57394,14.84137,14.38528,13.71667,11.50018,5.458039,13.07,28.99,-1065.62,-1278.075,"NAN",-126.5651,319.4584,131.3028,201.692
"2021-08-14 00:00:00",55182,1581.067,"NAN",1562.721,1544.175,1548.697,1596.788,1572.622,1574.363,1548.829,1607.274,1504.947,1577.24,9130.214,9084.561,7921.449,9261.739,8486.533,8710.916,13.93973,13.04379,16.66858,14.73917,14.52243,-83.03679,14.43408,11.61462,13.81833,13.75168,13.82871,13.84927,17.62613,14.84286,14.38623,13.71628,11.49945,5.460572,13.08,28.69,-1064.083,-1278.238,"NAN",-126.5651,318.7816,129.2724,201.0152
"2021-08-14 01:00:00",55183,1581.068,"NAN",1562.721,1544.171,1548.698,1596.786,1572.624,1574.363,1548.83,1607.272,1504.942,1577.241,9130.368,9084.719,7921.667,9261.911,8486.766,8711.153,13.93671,13.04181,16.66922,14.73972,14.52255,-83.04311,14.43436,11.61398,13.81708,13.75122,13.82761,13.84756,17.65509,14.8443,14.3873,13.71512,11.49966,5.462922,13.07,28.4,-1064.242,-1265.043,"NAN",-127.9187,317.428,131.3028,203.0456
"2021-08-14 02:00:00",55184,1581.065,"NAN",1562.721,1544.167,1548.702,1596.788,1572.623,1574.365,1548.831,1607.274,1504.954,1577.242,9130.522,9084.892,7921.918,9262.089,8487.009,8711.404,13.93405,13.03775,16.66995,14.74072,14.52252,-83.03948,14.43451,11.61411,13.81604,13.75046,13.82599,13.84659,17.55356,14.84525,14.38849,13.71494,11.49847,5.463318,13.08,28.2,-1064.247,-1286.802,"NAN",-127.2419,318.7816,128.5956,203.0456
"2021-08-14 03:00:00",55185,1581.066,"NAN",1562.722,1544.163,1548.702,1596.79,1572.626,1574.364,1548.833,1607.274,1504.948,1577.243,9130.67,9085.032,7922.015,9262.276,8487.271,8711.665,13.93222,13.03461,16.67075,14.74222,14.52261,-83.04402,14.43472,11.61487,13.81473,13.74957,13.82416,13.84522,17.3577,14.84732,14.38953,13.71469,11.49881,5.459076,13.1,28.04,-1064.247,-1266.722,"NAN",-127.2419,318.7816,129.9492,201.0152
"2021-08-14 04:00:00",55186,1581.067,"NAN",1562.723,1544.159,1548.704,1596.792,1572.626,1574.365,1548.834,1607.274,1504.95,1577.245,9130.725,9085.163,7922.154,9262.479,8487.539,8711.937,13.92929,13.03094,16.67184,14.74341,14.52258,-83.04225,14.43482,11.61453,13.81369,13.74853,13.82175,13.8436,17.43134,14.84918,14.39096,13.71356,11.49802,5.463166,13.1,27.91,-1067.594,-1276.762,"NAN",-127.2419,317.428,130.626,201.0152
"2021-08-14 05:00:00",55187,1581.069,"NAN",1562.726,1544.153,1548.706,1596.792,1572.627,1574.365,1548.835,1607.272,1504.958,1577.248,9130.849,9085.291,7922.326,9262.688,8487.813,8712.217,13.92578,13.02682,16.67227,14.74463,14.52255,-83.05309,14.435,11.61496,13.81198,13.74713,13.82007,13.84201,17.5271,14.85062,14.39197,13.71301,11.49771,5.460114,13.09,27.72,-1067.594,-1276.762,"NAN",-127.2419,318.7816,129.2724,201.0152
"2021-08-14 06:00:00",55188,1581.068,"NAN",1562.726,1544.15,1548.707,1596.795,1572.627,1574.367,1548.837,1607.275,1504.952,1577.248,9130.921,9085.369,7922.354,9262.88,8488.038,8712.486,13.92245,13.02286,16.67307,14.74579,14.52271,-83.05764,14.43536,11.61545,13.81036,13.74622,13.8175,13.83969,17.37155,14.85205,14.39307,13.71262,11.49796,5.460754,13.1,27.53,-1065.921,-1276.762,"NAN",-126.5651,317.428,129.9492,202.3688
"2021-08-14 07:00:00",55189,1581.062,"NAN",1562.725,1544.15,1548.709,1596.798,1572.627,1574.368,1548.837,1607.279,1504.964,1577.249,9130.992,9085.445,7922.411,9263.077,8488.271,8712.749,13.91852,13.01959,16.67383,14.74615,14.52268,-83.06214,14.43561,11.61575,13.80869,13.74478,13.81473,13.83749,17.14218,14.85275,14.39395,13.71173,11.49692,5.460419,13.1,27.34,-1069.267,-1271.742,"NAN",-127.2419,316.0743,129.2724,203.0456
"2021-08-14 08:00:00",55190,1581.059,"NAN",1562.722,1544.15,1548.711,1596.803,1572.628,1574.368,1548.836,1607.284,1504.976,1577.249,9131.045,9085.494,7922.4,9263.313,8488.473,8713.001,13.91644,13.01743,16.67471,14.74765,14.52264,-83.05766,14.43591,11.61484,13.80725,13.74307,13.81299,13.83533,17.25671,14.85428,14.39527,13.71127,11.49658,5.459595,13.11,27.21,-1067.594,-1273.416,"NAN",-127.2419,317.428,129.2724,201.692
"2021-08-14 09:00:00",55191,1581.009,"NAN",1562.708,1544.199,1548.753,1596.847,1572.607,1574.403,1548.816,1607.346,1505.067,1577.232,9131.067,9085.517,7922.39,9263.437,8488.633,8713.22,13.91473,13.01703,16.67484,14.74878,14.52271,-83.06216,14.43594,11.61569,13.80518,13.74243,13.81036,13.83337,17.42496,14.85535,14.39639,13.71097,11.49622,5.45813,13.1,27.15,-1067.594,-1268.396,"NAN",-127.2419,316.0743,127.2419,200.3383
"2021-08-14 10:00:00",55192,1581.012,"NAN",1562.706,1544.204,1548.754,1596.858,1572.609,1574.403,1548.813,1607.36,1505.067,1577.222,9131.075,9085.516,7922.283,9263.564,8488.798,8713.409,13.92264,13.03497,16.67563,14.75015,14.52237,-83.05583,14.43671,11.61475,13.80441,13.74133,13.81033,13.83228,17.37296,14.85663,14.39743,13.71033,11.49606,5.460083,13.11,27.31,-1067.594,-1273.416,"NAN",-127.9187,318.7816,128.5956,201.692
"2021-08-14 11:00:00",55193,1581.021,"NAN",1562.703,1544.213,1548.749,1596.859,1572.607,1574.403,1548.813,1607.363,1505.046,1577.222,9131.118,9085.565,7922.346,9263.718,8488.97,8713.586,13.93381,13.04883,16.67603,14.75107,14.52316,-83.05856,14.43634,11.61517,13.80591,13.74051,13.81479,13.83411,16.89792,14.85812,14.39844,13.70962,11.49631,5.4599,13.1,27.34,-1067.594,-1271.742,"NAN",-127.9187,317.428,129.2724,201.692
"2021-08-14 12:00:00",55194,1581.025,"NAN",1562.699,1544.224,1548.741,1596.861,1572.606,1574.403,1548.812,1607.365,1505.028,1577.221,9131.225,9085.665,7922.546,9263.853,8489.151,8713.757,13.94043,13.05609,16.67667,14.7525,14.52432,-83.0486,14.43671,11.61569,13.80832,13.74063,13.81946,13.83676,17.03378,14.85929,14.39963,13.70868,11.49564,5.460572,13.1,27.66,-1069.267,-1278.436,"NAN",-128.5956,318.1048,129.9492,201.692
"2021-08-14 13:00:00",55195,1581.035,"NAN",1562.698,1544.22,1548.735,1596.855,1572.609,1574.402,1548.816,1607.357,1505.019,1577.225,9131.389,9085.842,7922.825,9263.912,8489.359,8713.941,13.9454,13.0614,16.67761,14.75342,14.52563,-83.04408,14.43677,11.61636,13.81119,13.74136,13.82349,13.83993,17.31644,14.86072,14.40067,13.70819,11.49506,5.459991,13.1,28.14,-1067.594,-1266.722,"NAN",-129.2724,318.1048,129.9492,201.0152
"2021-08-14 14:00:00",55196,1581.046,"NAN",1562.697,1544.214,1548.731,1596.847,1572.612,1574.4,1548.82,1607.348,1504.993,1577.226,9131.561,9086.021,7923.045,9263.938,8489.597,8714.146,13.94773,13.05988,16.67825,14.75519,14.5275,-83.0432,14.43741,11.61621,13.81378,13.74274,13.82693,13.84253,17.45343,14.8613,14.40189,13.70758,11.49463,5.461579,13.08,28.53,-1069.258,-1273.404,"NAN",-127.9187,320.1353,130.626,201.692
"2021-08-14 15:00:00",55197,1581.044,"NAN",1562.695,1544.214,1548.723,1596.847,1572.611,1574.401,1548.821,1607.345,1504.993,1577.228,9131.712,9086.185,7923.228,9264.186,8489.857,8714.375,13.94662,13.05667,16.6788,14.75702,14.52927,-83.02242,14.43777,11.61639,13.81488,13.74332,13.8284,13.8439,17.13641,14.86276,14.40286,13.70743,11.49481,5.460023,13.08,28.99,-1068.962,-1264.687,"NAN",-129.2724,316.0743,126.5651,201.0152
"2021-08-14 16:00:00",55198,1581.013,"NAN",1562.683,1544.249,1548.733,1596.871,1572.599,1574.416,1548.811,1607.374,1505.041,1577.22,9131.8,9086.273,7923.277,9264.43,8490.092,8714.612,13.94632,13.05716,16.6799,14.75723,14.53043,-83.00534,14.43838,11.61731,13.81491,13.74347,13.8281,13.84445,17.19525,14.86423,14.40372,13.70657,11.49381,5.464386,13.08,29.22,-1068.906,-1274.658,"NAN",-128.5956,316.7512,128.5956,202.3688
"2021-08-14 17:00:00",55199,1581.005,"NAN",1562.677,1544.265,1548.732,1596.879,1572.595,1574.417,1548.805,1607.39,1505.056,1577.21,9131.849,9086.327,7923.266,9264.649,8490.313,8714.829,13.953,13.07028,16.68115,14.7583,14.5318,-83.04137,14.43896,11.61743,13.81592,13.74438,13.82932,13.84537,17.39825,14.86575,14.40537,13.70606,11.49423,5.463439,13.08,29.02,-1068.913,-1269.648,"NAN",-126.5651,316.7512,129.9492,202.3688
"2021-08-14 18:00:00",55200,1581.023,"NAN",1562.677,1544.258,1548.726,1596.873,1572.598,1574.413,1548.808,1607.38,1505.027,1577.211,9131.886,9086.357,7923.324,9264.86,8490.508,8715.039,13.96204,13.08035,16.68256,14.76004,14.53293,-83.05484,14.4397,11.61832,13.81796,13.74555,13.83368,13.84817,17.33487,14.86743,14.40607,13.70554,11.49405,5.464295,13.07,28.66,-1069.066,-1269.829,"NAN",-127.9187,317.428,129.2724,202.3688
"2021-08-14 19:00:00",55201,1581.036,"NAN",1562.675,1544.249,1548.72,1596.867,1572.599,1574.41,1548.811,1607.371,1505.007,1577.212,9131.887,9086.362,7923.243,9265.026,8490.655,8715.238,13.96564,13.08066,16.68378,14.76187,14.53443,-83.05314,14.44022,11.61902,13.8201,13.7467,13.83743,13.85162,17.15149,14.86865,14.40735,13.70499,11.49374,5.465332,13.08,28.3,-1067.57,-1278.407,"NAN",-127.2419,317.428,129.2724,201.692
"2021-08-14 20:00:00",55202,1581.041,"NAN",1562.675,1544.239,1548.717,1596.862,1572.601,1574.406,1548.814,1607.361,1505.005,1577.215,9131.889,9086.354,7923.192,9265.168,8490.788,8715.41,13.9639,13.07626,16.68546,14.76337,14.5361,-83.07661,14.4411,11.61923,13.8215,13.74771,13.83924,13.85355,17.41254,14.87027,14.40845,13.70432,11.49365,5.466432,13.09,27.98,-1067.594,-1273.416,"NAN",-126.5651,317.428,127.9187,199.6615
"2021-08-14 21:00:00",55203,1581.044,"NAN",1562.674,1544.23,1548.713,1596.858,1572.601,1574.404,1548.815,1607.352,1505.002,1577.217,9131.867,9086.318,7923.097,9265.273,8490.886,8715.561,13.96091,13.07086,16.68704,14.76541,14.53738,-83.07751,14.44189,11.62131,13.82251,13.74823,13.83945,13.85492,17.52386,14.87164,14.40936,13.70432,11.49323,5.466858,13.09,27.56,-1069.267,-1271.742,"NAN",-127.9187,320.1353,129.9492,201.692
"2021-08-14 22:00:00",55204,1581.032,"NAN",1562.672,1544.231,1548.71,1596.858,1572.6,1574.404,1548.813,1607.357,1505.015,1577.214,9131.851,9086.299,7923.06,9265.353,8490.964,8715.677,13.95737,13.06537,16.68878,14.76685,14.53989,-83.1066,14.44275,11.61939,13.82257,13.74896,13.83853,13.854,17.61365,14.87238,14.41028,13.70447,11.49289,5.468659,13.11,27.09,-1069.267,-1280.109,"NAN",-125.2115,319.4584,129.2724,201.0152
"2021-08-14 23:00:00",55205,1581.035,"NAN",1562.671,1544.22,1548.709,1596.856,1572.601,1574.399,1548.814,1607.348,1505.005,1577.214,9131.857,9086.306,7923.063,9265.414,8491.042,8715.771,13.95508,13.06311,16.6908,14.76947,14.54083,-83.08572,14.44336,11.61981,13.82211,13.74893,13.83743,13.854,17.68537,14.87372,14.41162,13.70413,11.4932,5.467072,13.11,26.65,-1070.941,-1281.782,"NAN",-127.2419,318.7816,129.9492,201.0152
"2021-08-15 00:00:00",55206,1581.024,"NAN",1562.669,1544.222,1548.713,1596.86,1572.599,1574.4,1548.812,1607.356,1505.02,1577.212,9131.867,9086.3,7923.054,9265.443,8491.101,8715.856,13.95371,13.06143,16.69257,14.77145,14.54138,-83.09206,14.44443,11.62,13.82144,13.74975,13.83624,13.85312,17.71793,14.87463,14.41266,13.70337,11.49316,5.469117,13.11,26.25,-1069.328,-1276.835,"NAN",-126.5651,318.1048,128.5956,201.692
"2021-08-15 01:00:00",55207,1581.029,"NAN",1562.668,1544.211,1548.71,1596.857,1572.6,1574.396,1548.813,1607.35,1505.017,1577.213,9131.895,9086.321,7923.079,9265.481,8491.167,8715.943,13.95328,13.06104,16.69482,14.77341,14.54193,-83.10023,14.44498,11.62009,13.82098,13.74957,13.8356,13.85282,17.73279,14.8765,14.41376,13.70276,11.49368,5.467805,13.12,25.95,-1071.092,-1275.269,"NAN",-127.2419,317.428,128.5956,203.0456
"2021-08-15 02:00:00",55208,1581.031,"NAN",1562.669,1544.201,1548.708,1596.851,1572.6,1574.392,1548.815,1607.345,1504.988,1577.215,9131.936,9086.357,7923.145,9265.542,8491.249,8716.024,13.95139,13.05884,16.69614,14.77603,14.54272,-83.10567,14.44586,11.62592,13.82056,13.74933,13.83548,13.85254,17.75296,14.87714,14.41498,13.70264,11.49301,5.470185,13.12,25.7,-1074.556,-1282.103,"NAN",-127.2419,318.7816,130.626,200.3383
"2021-08-15 03:00:00",55209,1581.032,"NAN",1562.669,1544.194,1548.714,1596.852,1572.601,1574.39,1548.817,1607.341,1505.005,1577.216,9131.966,9086.384,7923.152,9265.589,8491.312,8716.106,13.94763,13.05368,16.69803,14.77722,14.54309,-83.09842,14.4465,11.62085,13.82013,13.74918,13.83371,13.85175,17.7756,14.87808,14.4155,13.70291,11.49341,5.471955,13.13,25.64,-1072.954,-1275.493,"NAN",-125.8883,318.1048,128.5956,201.0152
"2021-08-15 04:00:00",55210,1581.025,"NAN",1562.667,1544.194,1548.714,1596.858,1572.599,1574.394,1548.814,1607.347,1505.016,1577.216,9131.979,9086.401,7923.141,9265.635,8491.38,8716.185,13.94452,13.04834,16.69968,14.7785,14.54385,-83.09481,14.44715,11.6229,13.81882,13.74823,13.83228,13.84992,17.78781,14.87949,14.41675,13.70267,11.4935,5.473877,13.12,25.61,-1074.637,-1280.526,"NAN",-125.8883,320.8121,130.626,203.0456
"2021-08-15 05:00:00",55211,1581.021,"NAN",1562.665,1544.189,1548.711,1596.861,1572.599,1574.392,1548.814,1607.352,1505.013,1577.214,9131.991,9086.405,7923.098,9265.677,8491.446,8716.258,13.94244,13.04761,16.70114,14.78101,14.54407,-83.10664,14.44797,11.6225,13.8172,13.74802,13.83011,13.84863,17.79269,14.88098,14.41791,13.70209,11.49246,5.473815,13.13,25.55,-1072.938,-1262.083,"NAN",-125.8883,320.8121,129.2724,201.0152
"2021-08-15 06:00:00",55212,1581.019,"NAN",1562.663,1544.188,1548.712,1596.865,1572.598,1574.393,1548.814,1607.356,1505.023,1577.213,9131.956,9086.355,7923.016,9265.703,8491.475,8716.31,13.94104,13.04776,16.70255,14.78348,14.54459,-83.11298,14.44855,11.62314,13.81668,13.74731,13.82871,13.84714,17.64566,14.88223,14.41888,13.70215,11.49289,5.473237,13.14,25.46,-1074.649,-1273.844,"NAN",-126.5651,318.1048,129.9492,203.0456
"2021-08-15 07:00:00",55213,1581.016,"NAN",1562.661,1544.186,1548.712,1596.869,1572.598,1574.392,1548.813,1607.358,1505.034,1577.212,9131.936,9086.34,7922.963,9265.729,8491.508,8716.349,13.94034,13.04685,16.7041,14.78409,14.5448,-83.10391,14.44925,11.62091,13.81555,13.74677,13.82742,13.84619,17.30594,14.88339,14.42007,13.70218,11.49356,5.474945,13.11,25.43,-1074.652,-1282.217,"NAN",-127.2419,318.7816,131.3028,203.0456
"2021-08-15 08:00:00",55214,1581.009,"NAN",1562.659,1544.192,1548.714,1596.874,1572.595,1574.396,1548.812,1607.368,1505.045,1577.21,9131.932,9086.321,7922.956,9265.735,8491.525,8716.385,13.94055,13.04685,16.70554,14.78665,14.54514,-83.10204,14.44959,11.62176,13.81534,13.7457,13.82675,13.84527,17.32947,14.88458,14.42142,13.70138,11.4924,5.479432,13.13,25.7,-1074.64,-1293.92,"NAN",-126.5652,319.4587,129.2725,203.7226
"2021-08-15 09:00:00",55215,1581.009,"NAN",1562.657,1544.194,1548.716,1596.878,1572.595,1574.396,1548.811,1607.374,1505.051,1577.209,9131.947,9086.344,7922.988,9265.741,8491.554,8716.409,13.94113,13.04953,16.70697,14.78796,14.54538,-83.07848,14.45117,11.62171,13.81479,13.74539,13.82632,13.84454,17.2056,14.88596,14.42212,13.70135,11.49277,5.479828,13.11,26.41,-1074.369,-1270.166,"NAN",-127.242,319.4587,129.2725,202.3689
"2021-08-15 10:00:00",55216,1581.014,"NAN",1562.655,1544.189,1548.713,1596.876,1572.595,1574.396,1548.813,1607.369,1505.039,1577.211,9131.977,9086.361,7923.006,9265.747,8491.584,8716.436,13.94272,13.05115,16.70847,14.79001,14.54602,-83.04683,14.45065,11.62219,13.81439,13.745,13.82629,13.84461,17.23242,14.88696,14.42288,13.70151,11.49347,5.478821,13.11,27.25,-1074.288,-1275.09,"NAN",-125.8884,320.1355,129.2725,201.0153
"2021-08-15 11:00:00",55217,1581.001,"NAN",1562.649,1544.21,1548.713,1596.885,1572.589,1574.399,1548.811,1607.383,1505.064,1577.209,9131.994,9086.376,7923.043,9265.756,8491.617,8716.464,13.94348,13.0491,16.70957,14.79178,14.54626,-82.99275,14.45127,11.62234,13.81394,13.74472,13.82681,13.84415,16.7309,14.88818,14.42389,13.70133,11.49219,5.47995,13.1,28.1,-1072.615,-1275.09,"NAN",-126.5652,317.4282,130.6261,202.3689
"2021-08-15 12:00:00",55218,1580.971,"NAN",1562.637,1544.243,1548.716,1596.905,1572.58,1574.407,1548.8,1607.413,1505.115,1577.2,9132.048,9086.431,7923.143,9265.735,8491.663,8716.486,13.94476,13.05597,16.71072,14.79376,14.54706,-82.96315,14.45175,11.62234,13.81369,13.74396,13.82617,13.84397,16.91858,14.88974,14.42477,13.70108,11.49326,5.482697,13.1,28.07,-1074.286,-1273.414,"NAN",-127.9188,320.1355,130.6261,201.0153
"2021-08-15 13:00:00",55219,1580.986,"NAN",1562.633,1544.242,1548.716,1596.901,1572.581,1574.406,1548.801,1607.411,1505.094,1577.196,9132.149,9086.539,7923.359,9265.741,8491.76,8716.527,13.9545,13.07248,16.71204,14.7948,14.5474,-82.96847,14.45257,11.62256,13.81473,13.74438,13.82935,13.84527,17.02853,14.89044,14.42602,13.70072,11.4921,5.483094,13.09,28.36,-1072.6,-1276.746,"NAN",-129.2725,318.7819,129.2725,201.6921
"2021-08-15 14:00:00",55220,1581.003,"NAN",1562.635,1544.231,1548.71,1596.891,1572.586,1574.4,1548.805,1607.4,1505.063,1577.201,9132.267,9086.658,7923.502,9265.777,8491.874,8716.59,13.96173,13.07877,16.71371,14.79627,14.54816,-82.94873,14.45288,11.62241,13.81671,13.74454,13.83398,13.84833,17.18857,14.89175,14.42712,13.70035,11.49262,5.483795,13.08,29.15,-1072.261,-1272.996,"NAN",-125.2116,318.7819,129.9493,203.0458
"2021-08-15 15:00:00",55221,1581.013,"NAN",1562.636,1544.22,1548.705,1596.88,1572.59,1574.394,1548.811,1607.386,1505.044,1577.205,9132.346,9086.745,7923.592,9265.854,8491.998,8716.661,13.96286,13.07532,16.71491,14.79761,14.54919,-82.94695,14.45374,11.62347,13.81839,13.74509,13.83621,13.85089,17.40878,14.89291,14.42801,13.70044,11.49191,5.484681,13.06,29.55,-1072.251,-1279.676,"NAN",-129.9493,316.0746,131.9798,201.0153
"2021-08-15 16:00:00",55222,1581.02,"NAN",1562.636,1544.207,1548.699,1596.87,1572.592,1574.388,1548.816,1607.374,1505.008,1577.209,9132.44,9086.845,7923.737,9265.945,8492.137,8716.753,13.9595,13.06806,16.71671,14.80014,14.55008,-82.94513,14.45422,11.62381,13.81906,13.74548,13.83661,13.85223,17.52258,14.89401,14.42917,13.70056,11.49194,5.486421,13.06,29.62,-1072.251,-1274.658,"NAN",-127.9188,316.7514,129.2725,201.0153
"2021-08-15 17:00:00",55223,1581.022,"NAN",1562.637,1544.194,1548.693,1596.863,1572.594,1574.382,1548.818,1607.36,1504.997,1577.213,9132.49,9086.889,7923.771,9266.043,8492.268,8716.857,13.9549,13.06082,16.71844,14.80212,14.55087,-82.94873,14.45474,11.62363,13.8187,13.74652,13.83548,13.85132,17.65103,14.89533,14.42996,13.6998,11.4924,5.490113,13.05,29.52,-1068.906,-1269.639,"NAN",-127.2419,319.4584,129.9492,201.692
"2021-08-15 18:00:00",55224,1581.023,"NAN",1562.638,1544.18,1548.689,1596.854,1572.597,1574.376,1548.822,1607.352,1505.008,1577.217,9132.545,9086.945,7923.83,9266.157,8492.403,8716.966,13.94852,13.05243,16.72034,14.80451,14.55118,-82.96038,14.45532,11.62485,13.81693,13.7464,13.83316,13.85022,17.71918,14.89664,14.43121,13.69986,11.49246,5.488739,13.06,29.32,-1068.906,-1266.294,"NAN",-127.9187,318.1048,129.2724,202.3688
"2021-08-15 19:00:00",55225,1581.021,"NAN",1562.638,1544.17,1548.689,1596.853,1572.598,1574.371,1548.823,1607.349,1505.017,1577.219,9132.573,9086.974,7923.871,9266.26,8492.5,8717.063,13.94287,13.04471,16.72232,14.8067,14.55115,-82.96307,14.45605,11.62521,13.81558,13.74576,13.82938,13.84811,17.74033,14.89795,14.43189,13.69958,11.4924,5.489625,13.08,28.95,-1073.971,-1274.714,"NAN",-128.5956,318.1048,129.2724,201.0152
"2021-08-15 20:00:00",55226,1581.018,"NAN",1562.636,1544.159,1548.689,1596.852,1572.599,1574.368,1548.825,1607.346,1505.008,1577.221,9132.577,9086.974,7923.803,9266.35,8492.586,8717.163,13.93677,13.03705,16.72418,14.80939,14.55078,-82.98373,14.45673,11.62634,13.81369,13.7449,13.82602,13.84497,17.7782,14.89917,14.43314,13.69949,11.49231,5.489136,13.07,28.4,-1072.531,-1271.644,"NAN",-127.2419,318.1048,130.626,201.692
"2021-08-15 21:00:00",55227,1581.014,"NAN",1562.635,1544.152,1548.691,1596.855,1572.598,1574.366,1548.825,1607.348,1505.015,1577.22,9132.568,9086.957,7923.759,9266.423,8492.641,8717.248,13.93118,13.03067,16.72629,14.81186,14.55038,-82.98465,14.457,11.62561,13.81076,13.74377,13.82263,13.84244,17.60382,14.90143,14.43423,13.69928,11.49298,5.490265,13.08,27.88,-1072.613,-1271.741,"NAN",-126.5651,320.1353,129.9492,201.692
"2021-08-15 22:00:00",55228,1581.004,"NAN",1562.635,1544.153,1548.696,1596.865,1572.597,1574.367,1548.822,1607.357,1505.037,1577.219,9132.597,9086.982,7923.799,9266.484,8492.706,8717.318,13.92645,13.02686,16.72751,14.814,14.5498,-82.99364,14.45764,11.62482,13.80835,13.74213,13.8186,13.83981,17.28015,14.90253,14.4354,13.69943,11.49216,5.485749,13.1,27.44,-1074.287,-1275.089,"NAN",-128.5956,319.4584,129.2724,203.0456
